3,repudiate,v.,reject,disclaim,,,거부하다,Martin Luther King Jr. repudiated violence as a means to solve problems.,마틴 루터 킹 주니어는 문제를 해결하기 위한 수단으로 폭력을 사용하는 것을 거부했다.,
3,contradictory,adj.,inconsistent,paradoxical,conflicting,,모순되는,The soldiers were puzzled by the general's contradictory behavior.,병사들은 장군의 모순된 행동에 당황했다.,
3,propagate,v.,multiply,reproduce,,,"번식하다, 증식시키다",Many single-cell organisms propagate by dividing into two identical copies.,많은 단세포 생물들은 두 개의 동일한 복제본으로 분할됨으로써 번식한다.,
3,ensure,v.,guarantee,assure,warrant,,보장하다,Stricter security regulations have been put in place at airports to ensure the safety of travelers.,여행객들의 안전을 보장하기 위해 공항에서 더 엄격한 보안 규정이 시행되었다.,
3,pore,n.,hole,,,,작은 구멍,Plants have pores on their leaves so that they can breathe.,식물들은 호흡할 수 있도록 잎에 작은 구멍들이 있다.,
3,pore,v.,stare,gaze,,,"자세히 보다, 응시하다",The copy editor had to pore over the report in order to find the tiny mistake.,교열 담당자는 작은 실수를 찾아내기 위해 보고서를 자세히 봐야만 했다.,
3,alternate,v.,take turns,rotate,interchange,,번갈아 일어나다,Good luck and misfortune alternate with each other throughout our lives.,행운과 불운은 우리의 인생 내내 서로 번갈아 일어난다.,
3,devastating,adj.,destructive,ruinous,,,파괴적인,"During World War II, Stalingrad suffered a devastating defeat, with some 1.5 million people losing their lives.",제2차 세계대전 동안 스탈린그라드는 약 150만 명의 사람들이 목숨을 잃는 파괴적인 패배를 당했다.,
3,mingle with,phr.,associate with,mix with,consort with,,~와 어울리다,Company morale improves when managers mingle with staff at social events.,관리자들이 사교 행사에서 직원들과 어울릴 때 기업의 사기가 높아진다.,
3,continued,adj.,ongoing,constant,incessant,ceaseless,계속적인,The continued success of the company depends on its ability to adapt to the changing economy.,회사의 계속적인 성공은 변화하는 경제 상황에 적응하는 능력에 달려있다.,
3,attempt,v.,try,seek,top endeavor,,시도하다,"In Thomas More's Utopia, the characters attempt to create an ideal world.",토마스 모어의 '유토피아'에서 등장인물들은 이상적인 세계를 만들려고 시도한다.,
3,subterfuge,n.,trick,deception,,,속임수,"The magician's act seemed real, but it was just a subterfuge.","마술사의 연기는 진짜 같아 보였지만, 그것은 그저 속임수였다.",
3,convert,v.,change,transform,,,바꾸다,The workers at the factory perform dangerous tasks to convert raw iron ore into finished steel.,그 공장의 노동자들은 가공되지 않은 철광석을 연마된 강철로 바꾸기 위해 위험한 작업을 한다.,
3,contention,n.,debate,argument,disagreement,,논쟁,Contentions among evolutionists involve how the human species evolved.,진화론자들 간의 논쟁은 인류가 어떻게 진화했는지를 포함한다.,
3,migrate,v.,move around,travel,,,이주하다,The five tribes agreed to migrate beyond the Mississippi in order to establish a new home.,다섯 부족들은 새로운 거주지에 정착하기 위해 미시시피 강 너머로 이주하는 것에 동의했다.,
3,succession,n.,sequence,series,,,연속,Melody is the succession of sounds.,선율은 소리의 연속이다.,
3,tentativeness,n.,hesitation,indecision,,,망설임,Tentativeness is often shown by young children in unfamiliar situations.,망설임은 낯선 상황에 놓인 어린 아이들에게서 자주 보여진다.,
3,fragmentary,adj.,incomplete,fractional,partial,,단편적인,The trauma victim had only fragmentary memories of the accident.,그 외상 환자는 사고에 대한 단편적인 기억들만 가지고 있었다.,
3,legendary,adj.,famous,,,,"유명한, 전설적인",Led Zeppelin's guitarist Jimmy Page became legendary for his unique playing style.,레드 제플린의 기타 연주자인 지미 페이지는 그의 독특한 연주 스타일로 유명해졌다.,
3,legendary,adj.,mythical,,,,전설상의,Dragons are legendary creatures that are featured prominently in the folklore of many cultures.,용은 많은 문화권의 신화에 눈에 띄게 출연하는 전설상의 동물이다.,
3,setback,n.,defeat,reverse,,,패배,"Despite early setbacks, George Washington led the Continental Army to victory against the British.","초기의 패배에도 불구하고, 조지 워싱턴은 영국군에 대항해 미국군을 승리로 이끌었다.",
3,fine-tune,v.,adjust slightly,,,,미세하게 조정하다,Software companies use feedback from customers to fine-tune programs for better performance.,소프트웨어 회사들은 더 나은 성능을 위해 프로그램을 미세하게 조정하려고 고객들로부터 받은 의견을 이용한다.,
3,enthusiastic,adj.,eager,ardent,zealous,,열광적인,The citizenry was enthusiastic about the decision to cut taxes by 10 percent.,시민들은 세금을 10% 삭감한다는 결정에 열광적이었다.,
3,loose,adj.,not strict,relaxed,slack,,느슨한,The office dress code was loose and allowed employees to wear jeans and T-shirts.,그 사무실의 복장 규정은 느슨했고 직원들이 청바지와 티셔츠를 입는 것을 허용했다.,
3,portrait,n.,picture,,,,초상화,Art students study how to draw portraits that capture the subject's personality.,미술학도들은 대상의 개성을 담아내는 초상화를 어떻게 그리는지 배운다.,
3,terminology,n.,vocabulary,jargon,language,,전문 용어,Science articles that are meant for a general audience should avoid complex terminology.,일반 독자를 위한 과학 기사는 복잡한 전문 용어를 피해야 한다.,
4,readily,adv.,easily,effortlessly,quickly,,"손쉽게, 즉시","In the experiment, rats readily learned to associate certain behaviors with rewards.",실험에서 쥐는 특정 행동을 보상과 관련지어 생각하는 것을 손쉽게 배웠다.,
4,readily,adv.,willingly,without reluctance,,,기꺼이,"When Nathan was offered a larger office, he readily accepted it.","Nathan은 더 넓은 사무실을 제안받았을 때, 그것을 기꺼이 받아들였다.",
4,advocate,v.,promote,speak in favor of,argue in support of,,지지하다,The lobbyist is advocating the new bill in his letter to the senator.,로비스트는 상원 의원에게 보내는 편지에서 새 법안을 지지하고 있다.,
4,advocate,n.,proponent,supporter,upholder,,지지자,Norman Sisisky was a strong advocate for defense spending during nine terms in Congress.,노먼 시시스키는 아홉 번의 국회 임기 동안 국방비 지출의 열렬한 지지자였다.,
4,utterly,adv.,completely,totally,,,완전히,"John enjoyed the movie, but he was utterly surprised by the movie's ending.",John은 그 영화를 즐겁게 보았지만 영화의 결말에 대해서는 완전히 놀랐다.,
4,abound,v.,overflow,teem,be plentiful,be numerous,"아주 많다, 풍부하다",Wild dolphins abound in Canada's Bay of Fundy.,야생 돌고래들은 캐나다의 펀디 만에 아주 많다.,
4,formidable,adj.,impressive,,,,"어마어마한, 경외감을 일으키는",The creation of the United Nations was a formidable achievement in international cooperation.,유엔의 창설은 국제 협력에 있어서 어마어마한 업적이었다.,
4,formidable,adj.,difficult to handle,,,,"만만치 않은, 감당하기 어려운","For working parents, raising children is formidable.",일하는 부모들에게 아이들을 기르는 것은 만만치 않다.,
4,enormous,adj.,huge,very large,great,immense,거대한,China's enormous population poses a major challenge for the country's food production system.,중국의 거대한 인구는 국가의 식량 생산 체계에 큰 도전을 제기한다.,
4,disband,v.,dismiss,disperse,break up,,해산시키다,The government has promised to disband the rebel group before the end of the year.,정부는 올 연말 전에 그 저항 단체를 해산시킬 것을 약속했다.,
4,alleged,adj.,supposed,assumed,,,추정의,Investigators interviewed the alleged victim of the crime several times.,수사관들은 그 범죄의 피해자로 추정되는 사람을 여러 번 면담했다.,
4,renowned,adj.,famous,celebrated,prominent,eminent,유명한,The renowned scientist was disgraced when it was discovered that he had lied about his work.,그 유명한 과학자는 자신의 연구에 대해서 거짓말을 했던 것이 드러나자 망신을 당했다.,
4,versatile,adj.,adaptable,flexible,,,"융통성 있는, 다방면의","Because of the ever-changing economy, the need for versatile workers is greater than ever before.",변화무쌍한 경제 때문에 융통성 있는 직원의 필요성이 그 어느 때보다 높다.,
4,prohibitive,adj.,unaffordable,extreme,exorbitant,,값이 엄청나게 비싼,"For most New Yorkers, the cost of an apartment in Manhattan is prohibitive.",대부분의 뉴욕 시민들에게 맨해튼의 아파트 값은 엄청나게 비싸다.,
4,option,n.,choice,selection,,,선택권,John had the option of learning German or French.,John은 독일어나 프랑스어를 배울 수 있는 선택권이 있었다.,
4,inherent,adj.,innate,built-in,essential,congenital,"타고난, 본래의",The need to be loved and recognized is an inherent part of human beings.,사랑받고 인정받고 싶어하는 욕구는 인간의 타고난 부분이다.,
4,justly,adv.,rightfully,justifiably,lawfully,,"공정하게, 정당하게",The judge justly sentenced the criminal to life in prison.,판사는 공정하게 그 범죄자에게 종신형을 선고했다.,
4,provoke,v.,incite,bring about,give rise to,,불러일으키다,"At some point during their argument, Betty's rude attitude provoked Sam's anger.",논쟁 중의 어느 시점에서 Betty의 무례한 태도가 Sam의 화를 불러일으켰다.,
4,impermeable,adj.,impenetrable,impervious,,,"침투되지 않는, 통과시키지 않는",Shale is a compacted sedimentary rock that is more impermeable to water than sandstone.,세일은 사암보다 더 물이 침투되지 않는 탄탄한 퇴적암이다.,
4,momentous,adj.,significant,major,meaningful,substantial,중대한,The signing of the Declaration of Independence was a momentous occasion in American history.,독립 선언문 서명은 미국 역사에서 중대한 사건이었다.,
4,forestall,v.,prevent,hinder,avert,,미연에 방지하다,The union leader forestalled a riot by telling the strikers to disperse.,노조 대표는 파업자들에게 해산하라고 말함으로써 폭동을 미연에 방지했다.,
4,therefore,adv.,consequently,as a result,thus,hence,그 결과,Giles was constantly falling asleep in history class and therefore scored very poorly on the final exam.,"Giles는 역사 수업 중에 계속해서 잠들었고, 그 결과 기말고사에서 매우 낮은 점수를 받았다.",
4,persuade,v.,convince,induce,,,설득하다,Dan persuaded Nancy to go to Italy with him for vacation.,Dan은 Nancy에게 휴가 때 자신과 함께 이탈리아에 가자고 설득했다.,
4,proximity,n.,closeness,nearness,,,가까움,Proximity to a good school is a vital consideration for parents that plan on relocating to a new city.,새로운 도시로 이사하는 것을 계획 중인 학부모들에게 좋은 학교와 가까운 것은 필수적인 고려 사항이다.,
